type,space,price,area_price,address,metro,time_to_metro,subtitle,date,source
Квартира-студия,24,5 100 000₽,209 016 ₽ за м²,"пос. Шушары, Новгородский пр-т, 4с1",Купчино,от 31 мин.,"Продается чистая, уютная и светлая квартира студия по адресу Санкт-Петербург, Пушкинский район, посёлок Шушары, Новгородский проспект, 4.
В квартире сделан хороший ремонт, мебелирована новой мебелью, можно въехать и жить с комфортом!
Очень красивый панорамный вид из окна, светлая сторона, комната просторная, правильной формы.

Прописка Санкт-Петербург, все магазины, школы, сады, поликлиники в пешей доступности, до метро Купчино 5 минут, рядом остановка скоростного трамвая, всегда без пробок. До ...",1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_244_m_1025_et._7945891370?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,41,7 380 000₽,176 978 ₽ за м²,"пр-т Героев, 26к3",,,"Продажа большой, видовой однокомнатной квартиры 41 м. Кв.

- Теплая, светлая квартира благодаря юго-западному направлению окон и высокому этажу.
- Красивый вид на современную застройку Балтийской жемчужины и каналы с парком.
- Комфортабельная планировка с возможностью зонирования.
- Отличная инфраструктура (магазины, транспорт, парк, зоны для отдыха, поликлиника, школы и садики).
- Срочная продажа, быстрая сделка. Заезжай и живи, или сдавай!
- Один взрослый собственник.
- Без обременений.
- Бесп...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_417_m_1417_et._7908080015?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,32,6 950 000₽,215 839 ₽ за м²,"ул. Композиторов, 29к3",Проспект Просвещения,11–15 мин.,"В продаже ухоженная светлая квартира в 15 минутах от метро Проспект Просвещения!

- Не требует вложений в ремонт.
- Прекрасное расположение: рядом метро, школы, детские сады, вся инфраструктура.
- Много света и воздуха.
- Окна на свободное пространство: весной и летом — зелень, осенью — золото.
- Оборудованная гардеробная.
- Раздельный санузел.
- Прозрачная история, один взрослый собственник.

По всем вопросам и для записи на просмотр звоните!",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_322_m_89_et._7999258934?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
2-к. квартира,57,10 900 000₽,189 565 ₽ за м²,"ул. Ильюшина, 6",Комендантский проспект,до 5 мин.,"Продаётся просторная двухкомнатная квартира в Приморском районе на улице Ильюшина, 6 (станцию метро видно с балкона). Кухня-гостиная — 22,9 м².

Локация:
Квартира находится в двух шагах от Комендантской площади — сердца Приморского района. Всё необходимое для активной жизни в пешей доступности:
Метро «Комендантский проспект» 5 минут спокойным шагом — подошёл, спустился, поехал.
Зсд — быстрый выезд на север или в сторону аэропорта.
Торговые центры, рестораны, фитнес, банки, медицинские центры — в...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_575_m_610_et._7977768303?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,34,6 395 000₽,186 988 ₽ за м²,"Русановская ул., 18к6",Обухово,от 31 мин.,"Продается светлая однокомнатная квартира 34.2 м2 с мебелью и техникой «Заходи и живи»:) 12 этаж.
Комната 15.5 м2 с вместительной гардеробной и диваном (остается),
Кухня 9 м2 с выходом на остекленную лоджию. Остается кухонный гарнитур с техникой и стол со стульями.
В парадной 4 лифта.

Фотографии соответствуют.

Рядом c жилым комплексом есть школа, детский caд, спортивный клуб, магазины, гипермаркеты, кафе, отделения почты и банков. В пешей доступности скоро открывается новая поликлиника(детское ...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_342_m_1224_et._7910528715?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
2-к. квартира,58,22 467 480₽,382 100 ₽ за м²,,Приморская,21–30 мин.,"Продаётся 2-комн. Квартира площадью 58.80 кв. М на 4 этаже 12 этажного дома (Корпус 2, секция 5) проекта ПИК Шкиперский 19. Светлый просторный подъезд на уровне земли, функциональная планировка, большие окна.

Жилой квартал «Шкиперский 19» возводится в историческом районе Санкт-Петербурга — на Васильевском острове. Здания высотой от 8 до 12 этажей выполнены в природных оттенках, поэтому гармонично вписываются в архитектурный ландшафт Васильевского острова.

В квартирах «Шкиперского 19» можно выб...",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_588_m_412_et._7972961847?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,16 м²,3 990 000₽,249 375 ₽ за м²,"Садовая ул., 105",Балтийская,21–30 мин.,Продается очень уютная студия в центре города очень развитая инфраструктура рядом абсолютно всё что требуются для жизни для развитых молодых людей. Звоните записывайтесь на просмотр.,24 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_16_m_34_et._7903708080?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
3-к. квартира,49,10 800 000₽,219 512 ₽ за м²,"Прибрежная ул., 2/41",Рыбацкое,11–15 мин.,"Квартира без обременений. Ипотека закрыта! К продаже предлагается светлая, видовая трехкомнатная квартира общей площадью 49.2.
Квартира с интересной планировкой. Одна из комнат зонирована, тем самым поделена на две самостоятельные комнаты. Два балкона с панорамными окнами, с потрясающим видом на Неву. Утеплены.
Изолированный санузел, заменены канализационные и водяные трубы.
Кладовая переделана в уютную гардеробную-постирочную.
В комнатах заменены батареи. В квартире выполнен качественный ремонт...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_492_m_716_et._7930350072?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,44,12 000 000₽,269 663 ₽ за м²,"Садовая ул., 59",Садовая,6–10 мин.,"Просторная студия с отличной отделкой в историческом центре!

Отличный объект как для инвестиции, так и для собственного проживания. Студия полностью готова для проживания.
Имеется мебель — кухонный гарнитур, индукционная варочная панель, холодильник, встроенный шкаф, кровать и диван, телевизор, стол и стулья, прихожая. В санузле стиральная машина.
Выполнен качественный ремонт.

Отдельный вход в студию из парадной.

Сделка через нотариуса.",24 июля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_445_m_35_et._7518973563?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
4-к. квартира,90,9 300 000₽,102 990 ₽ за м²,"пр-т Ударников, 18",Ладожская,от 31 мин.,"Фактически — отдельная четырех комнатная квартира с большими мопами: кухня 12.5, с/у 8.7, кладовка 2.5, две лоджии по 6 метров, одна из них застеклённая, прихожая 5.5 в сторонке от жилой зоны.
По документам — доля в коммуналке.
Есть право пользования общей кухней (если, конечно, вам надо)).

Внимание — есть детская доля. Согласие.
Органов опеки получено.
Их требования исполены!
Прямая продажа!

Отказы от всех соседей получены.
Вся другая подготовительная работа уже проведена.
Готовы на сделку ср...",24 сентября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_903_m_815_et._7634757507?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,22 м²,16 126 727₽,733 033 ₽ за м²,"ул. Коли Томчака, уч. 1",Московские ворота,6–10 мин.,"Дом сдан! Выдаем ключи!
Квартира №48 в Коллекционном доме «1919».
О проекте:
Коллекционный Дом «1919» представляет собой собрание лучших и эксклюзивных практик создания премиальной жилой среды в Северной столице. Проект расположен в Московском районе — уникальной локации Санкт-Петербурга, богатой историей и самой комфортной для проживания. Дом расположен в 15-ти минутах на авто от исторического центра Петербурга — Невского проспекта, Исаакиевского собора и Московского вокзала. В радиусе 1 киломе...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_22_m_711_et._4571719360?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Апартаменты-студия,27,6 000 000₽,217 391 ₽ за м²,"ул. Хошимина, 16",Проспект Просвещения,6–10 мин.,"В прямой продаже милые и очень уютные апартаменты в современном комфортабельном апарт-отеле «Yes на Хошимина» в 5-ти минутках пешком от ст. Метро Проспект Просвещения. Видовая студия со свежим косметическим ремонтом!

Готовое решение как для собственного проживания так и для сдачи в аренду! Заезжай и живи- полностью укомплектованная мебелью и бытовой техникой просторная студия!

Закрытая территория, круглосуточная охрана и видеонаблюдение. В комплексе есть ресторан, сетевые кофейни и пекарни, са...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_276_m_1516_et._7932779084?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
2-к. квартира,41,7 500 000₽,178 998 ₽ за м²,"Белградская ул., 10к2",Международная,11–15 мин.,"Ваш идеальный уголок комфорта и уюта.

Представляем вашему вниманию светлую, теплую и просторную двухкомнатную квартиру площадью 41,9 м², расположенную на 4 этаже пятиэтажного кооперативного дома. Это идеальное предложение для тех, кто ценит комфорт, приватность и качество проживания.

Почему вам понравится эта квартира?

Просторная и функциональная планировка:

Две изолированные комнаты: уютная угловая спальня 18,3 м² с прекрасным видом из окон и выходом на балкон, а также отдельная детская ком...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_419_m_45_et._7919935226?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. апартаменты,38 м²,9 386 933₽,247 025 ₽ за м²,"наб. Октябрьская, д. 56, лит. Б",Ломоносовская,16–20 мин.,"Номер квартиры: 701.

Этаж: 7.

Площадь: 37.95.

Корпус: Life Apart Октябрьская (Лайф Апарт Октябрьская). Жилой комплекс Life Apart Октябрьская является монолитно-кирпичным зданием. Застройщик предлагает апартаменты с разнообразными планировками, выполненные с чистовой отделкой, что позволяет будущим владельцам сразу приступить к созданию комфортного интерьера. Ближайшая станция метро находится в шаговой доступности, обеспечивая удобный доступ к различным частям города. Важной отличительной особ...",,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._apartamenty_38_m_713_et._7617952302?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,30 м²,6 500 000₽,216 667 ₽ за м²,"Плесецкая ул., 20к1",Комендантский проспект,от 31 мин.,"Арт. 131953930 Студия 30,01 м² с качественным ремонтом и видом на Лахта Центр в ЖК Чистое Небо.

Продажа Без Комиссии.

Одобрение Ипотеки В Подарок.

Возможен Трейд-ИН.

Звоните, записывайтесь на просмотр.

Продаётся просторная студия в Приморском районе (ЖК «Чистое Небо»). Полностью готова к заселению — заезжай и живи!

Квартира:
Общая площадь 30,01 м² (жилая 18,08 м² + прихожая/кухня + лоджия).
Грамотное зонирование без перепланировок. Эффект отдельной кухни и спальни.
Качественный ремонт, вып...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_30_m_2225_et._7977340208?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,30,6 000 000₽,196 078 ₽ за м²,"пр-т Народного Ополчения, 185",Проспект Ветеранов,от 31 мин.,"Продается 1-к квартира в 15 минутах от метро «пр. Ветеранов», 5 мин. До жд. Станции «Ульянка».
Хорошая транспортная доступность, все необходимое для комфортной жизни в шаговой доступности.

О квартире:
- Площадь 30,6м.
- Жилая 17,2м.
- Кухня — 5,5м.
- Комната — 17,2м. + балкон.

В шаговой доступности:
Сетевые продуктовые магазины.
5 детских садов, 3 школы, лицей.
Морская академия, колледж водных ресурсов.
Спортивный комплекс «Нарвская застава».
Поликлиника.

Прямая продажа, 1 взрослый собственни...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_306_m_25_et._7892331289?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,36,6 499 000₽,177 084 ₽ за м²,"пос. Шушары, Школьная ул., 17",Купчино,от 31 мин.,"Продаётся уютная 1-комнатная квартира в новом доме с ремонтом!

О Квартире:
- Современный ремонт.
- Полная стоимость в договоре.
- Один собственник.
- Квартира идеально подходит как для собственного проживания, так и для сдачи в аренду.

О Доме:
- Новое здание 2020 года.
- Монолитная технология строительства.
- Подземный паркинг.
- Два лифта в парадной.

О Районе и ОБ Инфраструктуре:
- Развивающийся район с удобной инфраструктурой.
- Тихая и спокойная обстановка.
- В шаговой доступности различны...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_367_m_416_et._7961703644?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,29,6 280 000₽,214 334 ₽ за м²,"пр-т Славы, 37",Проспект Славы,до 5 мин.,"Продаётся 1-комнатная квартира 29 м² в Санкт-Петербурге: пр. Славы, д. 37.
3 этаж / 9, панельный дом 504 серии, газ.
Окна на юг — квартира светлая, и при этом выходят в тихий зелёный двор (без шума магистралей). До м. «Проспект Славы» 5–6 минут пешком.

Планировка: комната 15 м², кухня 7 м², санузел раздельный.
Трубы заменены.
Главное преимущество — квартира уже подготовлена к ремонту.

Полностью освобождена от мебели.
Сняты старые покрытия (обои/кафель), всё вынесено.
Выполнено обеспыливание ст...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_293_m_39_et._7961093632?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,28,4 980 000₽,172 917 ₽ за м²,"пос. Шушары, Окуловская ул., 13",Купчино,от 31 мин.,"ЖК «Алексеевский квартал» восемь 14 -12 этажных домов комфорт класса в Шушарах, Пушкинский район, Санкт-Петербург. Три здания башенного типа и пять корпусов многосекционные. Строительство ведется в несколько этапов. Участок ограничен улицей Школьная, проспектами Новгородский и Старорусский. Из собственной инфраструктуры в квартале построена школа на 1100 мест с бассейном и стадионом, детский сад, библиотека, читальный зал, досуговый центр. На первых этажах предусмотрена коммерческая недвижимость...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_288_m_514_et._7939614351?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,34,10 250 000₽,299 708 ₽ за м²,"ул. Архивная, д. 6, корп. 2",Проспект Большевиков,21–30 мин.,"Продам уютную однокомнатную квартиру по переуступке!

Ключи уже в сентябре 2026 года!

Однокомнатная квартира в корпусе 4.2 ЖК Пульс Премьер на 11 этаже, общей площадью 32,31 кв. М. Высокие потолки (2,77 м), балкон и раздельный сан. Узел. Вид из окон в тихий благоустроенный двор.

Сдается с качественной чистовой отделкой.

Хорошая транспортная доступность: 10 — 15 минут на транспорте До метро Новочеркасская, пр. Большевиков и ул. Дыбенко! 10 минут на машине до центра города 15 минут на машине до...",,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_342_m_1121_et._7878022429?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,25 м²,7 800 000₽,312 000 ₽ за м²,"Большая Конюшенная ул., 13",Невский проспект,6–10 мин.,"В продаже квартира мечты в самом центре Петербурга в двух шагах от Невского проспекта.

Дорогие друзья, рад вас приветствовать!

Просто напишите или скажите по телефону кодовую фразу: «Хочу Каталог».

Чтобы я подготовил для вас полную финансовую модель и варианты управления.

Сегодня в моем фокусе — особенный лот. Не просто объект, а ключ к обновленному образу жизни или умным инвестициям.

Для кого это идеально?

— Студенту: Независимость и безопасность в шаге от лучших вузов.

— Молодому профес...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_35_et._7889300959?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
2-к. квартира,47 м²,6 500 000₽,138 298 ₽ за м²,"ул. Партизана Германа, 9к2",Проспект Ветеранов,от 31 мин.,"Агентам не беспокоить!
Продается двухкомнатная квартира в пятиэтажном доме в тихом спальном районе.
Продажа — легкая альтернатива (подбираем самостоятельно Кудрово НО), варианты есть!
Отличные документы: Приватизация 2000 года, три взрослых собственника, продажа лично.
Параметры квартиры: Общая площадь 47 м2; Комнаты: 20,3 м2, 10,6 м2 ; Кухня: 5,6 м2 ; Комнаты в квартире изолированные, санузел раздельный. Есть застекленная лоджия. Свежий косметический ремонт. Зеленый тихий двор, достаточно парко...",7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47_m_45_et._7998922481?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,23 м²,4 700 000₽,204 348 ₽ за м²,"Старорусская ул., 5/3",Площадь А. Невского I,11–15 мин.,"Пpoдaeтcя квaртира-студия в истоpичеcком центpe Cанкт-Петeрбуpгa, в дoxoдном доме Пoлeжаева.

Площадь кoмнаты 17.1 кв м, площадь второго яpуca 7 кв м. Bыcотa пoтолкa 3.6м.

Юpидичecки-это кoмнaтa в коммунальной квaртиpe, a фактичecки-отдeльнaя квартира- студия, oбоpудoваннaя всeм нeoбхoдимым для проживания: собственным санузлом(ванна, унитаз, стиральная машина), кухонной зоной(холодильник, стол, плита), большим шкафом, диваном, телевизором. Вся мебель и техника остаются будущим собственникам. То...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_57_et._7973557777?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,23,3 400 000₽,144 068 ₽ за м²,"д. Куттузи, Уланская ул., 3",,,"Пpодаeтcя уютнaя квaртира студия в тихoм рaйонe.
Окно нa солнeчную cтopoну до обеда. Окно выходит в поле. Одним словом природа, красота и тишина!
Супермаркеты, школа и детские сады, поликлиника в 10 минутах в шаговой доступности.
В квартире никто не прописан, один собственник, без ипотек, обременений, без вложений мат. Капитала. Из мебели имеется кухонный гарнитур, шкаф, кровать. Можно заехать и жить спокойно.
Дом находится рядом с Красным Селом.
Рядом с домом автобусная остановка.",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_236_m_912_et._7910271205?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,34,5 076 416₽,147 570 ₽ за м²,,,,"Каково это — быть аристократом? Читать новый роман на зеленой аллее, приглашать друзей на променад в живописный парк и любоваться фасадами роскошных дворцов. А вечером собираться в город — на светское мероприятие в самом центре Петербурга.
Чтобы воплотить мечту, вам не нужна машина времени. Достаточно лишь поселиться в комфортном жилом комплексе «Квартал Лаголово» в Ломоносовском районе Ленинградской области — в окружении парков и дворцовых ансамблей.

Расположение, транспортная доступность.
До ...",,https://www.avito.ru/sankt-peterburg_krasnoye_selo/kvartiry/1-k._kvartira_344_m_111_et._7920787000?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,33 м²,9 580 000₽,290 303 ₽ за м²,"Наличная ул., 45к1",Приморская,6–10 мин.,"Хорошая однушка у метро Приморская. Престижный район.

Произведена замена всех коммуникаций (трубы, электрика, батареи, окна).
Без перепланировок!
В коридоре есть ниша под гардеробную.

4 минуты до м. Приморская. До центра 15 минут. Стадион, парки, 1 остановка на метро. На машине любой конец города в 30 минутной доступности.
В пешей доступности залив с шикарными закатами.

В чем конкурентное преимущество, от квартир в этом районе?
-стоимость уже с ремонтом и мебелью (экономия от 1,5млн. Руб.).
-...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_33_m_49_et._7973704965?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,25,8 700 163₽,335 914 ₽ за м²,,Елизаровская,от 31 мин.,"Продается просторная студия от застройщика в жилом комплексе «Сэтл Ривьера» в активно развивающимся Невском районе.

До метро можно добраться на транспорте всего за 10 минут.

Удобная, классическая, функциональная европланировка, просторная прихожая 4.28 м². Общая площадь студии — 25.91 м², жилая — 18.14 м², высота потолка 2.77 м.

Квартира продается с отделкой «Норд Лайн светлый плюс».

Что особенного в ЖК «Сэтл Ривьера»?

Первая береговая линия Невы. 5 км до центра Петербурга.
«Активити парк» ...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_259_m_317_et._7892666229?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,29 м²,5 799 900₽,199 997 ₽ за м²,"ул. Евдокима Огнева, 10к1",Улица Дыбенко,16–20 мин.,"В продаже однокомнатная квартира 29 м. Кв.
Тёплая, уютная, никогда не курили и следили за чистотой и порядком.
-Комната 16 м.
-Кузня 7 м.
-Этаж 4 из 5.
-Свежие стеклопакеты, частично остается мебель.
На полу ламинат, ремонт удовлетворительный, можно сразу заезжать и жить.
Во дворе садик и совсем рядом школа.
Все социальные инфраструктуры в пешей доступности.
До метро Дыбенко 1 км., 15 минут пешком или две остановки на трамвае.
Один взрослый собственник, без долгов и обременений!
Будет встречная ...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_29_m_45_et._7890288847?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Апартаменты-студия,29,6 479 999₽,221 160 ₽ за м²,"пр-т Заневский, д. 65А",Ладожская,6–10 мин.,"Продается апартамент-студия на 9-м этаже в сданном Апарт-комплексе бизнес-класса «glorax Заневский». Ключи сразу! Общая площадь лота составляет 29,64 кв. М, из которых 25,20 кв. М отведено под жилую. Номер апартамента — 926.

Преимущества:
- Полная чистовая отделка.
- Возможность покупки меблировка и техника.
- Вход по ключ-карте.
- Прачечная на 1 этаже.
- Возможность дозаказа отельного сервиса.
- Программы доходности.
- Летний бар и променад.
- Воркаут площадка.
- Pet-friendly.

Апартаменты «gl...",,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_293_m_915_et._4004088229?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,22 м²,4 990 000₽,226 818 ₽ за м²,"наб. реки Фонтанки, 56",Достоевская,до 5 мин.,"1705479 Санкт-Петербург, Центральный район,
Набережная Фонтанки, дом 56, ст. Метро: Владимирская, Достоевского.

Вашему вниманию предлагается уютная 2-х этажная студия, общ. Пл. 22 кв. М., по полу 18 кв. М., совмещенный сан. Узел, высота потолков — 3.35 м., на 2-м этаже 5-и этажного кирпичного дома. В историческом районе Петербурга, в Центральном.

Студия готова, все как на фото, вид после ремонта. Выполнен качественный ремонт с соблюдением всех технологий внутренней отделки, качественные матери...",16 января 17:03,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_22_m_25_et._7856768187?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,30,8 300 000₽,268 608 ₽ за м²,"Пахомовская ул., 12к2",Академическая,от 31 мин.,"Продам 1 комнатную новую квартиру от собственника, полностью меблированная. Квартира не сдавалась и никто не жил.",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_309_m_1225_et._7961061935?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
